,Unnamed: 0,year,state,measure,value,population
4063,4188,2013,New Mexico,Log(GDP),10.63306,"2,092,273"
4064,4738,2013,New Mexico,Age,36.9,"2,092,273"
4065,5288,2013,New Mexico,People with less than 9 years of education/people with college degree or above,0.2801919,"2,092,273"
4066,5838,2013,New Mexico,Black/white,0.0509512,"2,092,273"
4067,6388,2013,New Mexico,Hispanic/white,1.204468,"2,092,273"
4068,339,2014,New Mexico,Labor Force Participation,58.0,"2,089,568"
4069,889,2014,New Mexico,Unemployment rate,6.7,"2,089,568"
4070,1439,2014,New Mexico,Average household size,2.68,"2,089,568"
4071,1989,2014,New Mexico,Poverty rate,16.5,"2,089,568"
4072,2539,2014,New Mexico,"Number of corruption convictions per 1,000,000 people",4.79485,"2,089,568"
4073,3089,2014,New Mexico,Gini coefficient,0.477,"2,089,568"
4074,3639,2014,New Mexico,GDP,42746.81634,"2,089,568"
4075,4189,2014,New Mexico,Log(GDP),10.66305,"2,089,568"
4076,4739,2014,New Mexico,Age,37.2,"2,089,568"
4077,5289,2014,New Mexico,People with less than 9 years of education/people with college degree or above,0.2505883,"2,089,568"
4078,5839,2014,New Mexico,Black/white,0.0511013,"2,089,568"
4079,6389,2014,New Mexico,Hispanic/white,1.230772,"2,089,568"
4080,340,2015,New Mexico,Labor Force Participation,58.0,"2,089,291"
4081,890,2015,New Mexico,Unemployment rate,6.5,"2,089,291"
4082,1440,2015,New Mexico,Average household size,2.68,"2,089,291"
4083,1990,2015,New Mexico,Poverty rate,14.8,"2,089,291"
4084,2540,2015,New Mexico,"Number of corruption convictions per 1,000,000 people",5.7551,"2,089,291"
4085,3090,2015,New Mexico,Gini coefficient,0.4795,"2,089,291"
4086,3640,2015,New Mexico,GDP,43579.84274,"2,089,291"
4087,4190,2015,New Mexico,Log(GDP),10.68235,"2,089,291"
4088,4740,2015,New Mexico,Age,37.4,"2,089,291"
4089,5290,2015,New Mexico,People with less than 9 years of education/people with college degree or above,0.2546768,"2,089,291"
4090,5840,2015,New Mexico,Black/white,0.059983,"2,089,291"
4091,6390,2015,New Mexico,Hispanic/white,1.254545,"2,089,291"
4092,341,2005,New York,Labor Force Participation,63.0,"19,132,610"
4093,891,2005,New York,Unemployment rate,5.0,"19,132,610"
4094,1441,2005,New York,Average household size,2.62,"19,132,610"
4095,1991,2005,New York,Poverty rate,11.1,"19,132,610"
4096,2541,2005,New York,"Number of corruption convictions per 1,000,000 people",4.28588,"19,132,610"
4097,3091,2005,New York,Gini coefficient,0.49000001,"19,132,610"
4098,3641,2005,New York,GDP,62772.97968,"19,132,610"
4099,4191,2005,New York,Log(GDP),11.04728,"19,132,610"
4100,4741,2005,New York,Age,37.5,"19,132,610"
4101,5291,2005,New York,People with less than 9 years of education/people with college degree or above,0.208631,"19,132,610"
4102,5841,2005,New York,Black/white,0.2402075,"19,132,610"
4103,6391,2005,New York,Hispanic/white,0.2676499,"19,132,610"
4104,342,2006,New York,Labor Force Participation,63.0,"19,104,631"
4105,892,2006,New York,Unemployment rate,4.5,"19,104,631"
4106,1442,2006,New York,Average household size,2.64,"19,104,631"
4107,1992,2006,New York,Poverty rate,10.9,"19,104,631"
4108,2542,2006,New York,"Number of corruption convictions per 1,000,000 people",2.66951,"19,104,631"
4109,3092,2006,New York,Gini coefficient,0.495,"19,104,631"
4110,3642,2006,New York,GDP,62151.48559,"19,104,631"
4111,4192,2006,New York,Log(GDP),11.03733,"19,104,631"
4112,4742,2006,New York,Age,37.4,"19,104,631"
4113,5292,2006,New York,People with less than 9 years of education/people with college degree or above,0.2228721,"19,104,631"
4114,5842,2006,New York,Black/white,0.2448938,"19,104,631"
4115,6392,2006,New York,Hispanic/white,0.2699897,"19,104,631"
4116,343,2007,New York,Labor Force Participation,62.7,"19,132,335"
4117,893,2007,New York,Unemployment rate,4.6,"19,132,335"
4118,1443,2007,New York,Average household size,2.63,"19,132,335"
4119,1993,2007,New York,Poverty rate,10.3,"19,132,335"
4120,2543,2007,New York,"Number of corruption convictions per 1,000,000 people",2.29978,"19,132,335"
4121,3093,2007,New York,Gini coefficient,0.5,"19,132,335"
4122,3643,2007,New York,GDP,62324.50711,"19,132,335"
4123,4193,2007,New York,Log(GDP),11.04011,"19,132,335"
4124,4743,2007,New York,Age,37.7,"19,132,335"
4125,5293,2007,New York,People with less than 9 years of education/people with college degree or above,0.2255999,"19,132,335"
4126,5843,2007,New York,Black/white,0.2455013,"19,132,335"
4127,6393,2007,New York,Hispanic/white,0.2728323,"19,132,335"
4128,344,2008,New York,Labor Force Participation,63.3,"19,212,436"
4129,894,2008,New York,Unemployment rate,5.4,"19,212,436"
4130,1444,2008,New York,Average household size,2.65,"19,212,436"
4131,1994,2008,New York,Poverty rate,10.3,"19,212,436"
4132,2544,2008,New York,"Number of corruption convictions per 1,000,000 people",2.46276,"19,212,436"
4133,3094,2008,New York,Gini coefficient,0.50300002,"19,212,436"
4134,3644,2008,New York,GDP,60310.40972,"19,212,436"
4135,4194,2008,New York,Log(GDP),11.00726,"19,212,436"
4136,4744,2008,New York,Age,38.0,"19,212,436"
4137,5294,2008,New York,People with less than 9 years of education/people with college degree or above,0.2279619,"19,212,436"
4138,5844,2008,New York,Black/white,0.2663695,"19,212,436"
4139,6394,2008,New York,Hispanic/white,0.2790209,"19,212,436"
4140,345,2009,New York,Labor Force Participation,62.8,"19,307,066"
4141,895,2009,New York,Unemployment rate,8.3,"19,307,066"
4142,1445,2009,New York,Average household size,2.63,"19,307,066"
4143,1995,2009,New York,Poverty rate,10.8,"19,307,066"
4144,2545,2009,New York,"Number of corruption convictions per 1,000,000 people",1.94458,"19,307,066"
4145,3095,2009,New York,Gini coefficient,0.50199997,"19,307,066"
4146,3645,2009,New York,GDP,62596.83521,"19,307,066"
4147,4195,2009,New York,Log(GDP),11.04447,"19,307,066"
4148,4745,2009,New York,Age,38.1,"19,307,066"
4149,5295,2009,New York,People with less than 9 years of education/people with college degree or above,0.2152803,"19,307,066"
4150,5845,2009,New York,Black/white,0.2631166,"19,307,066"
4151,6395,2009,New York,Hispanic/white,0.2807176,"19,307,066"
4152,346,2010,New York,Labor Force Participation,62.4,"19,399,878"
4153,896,2010,New York,Unemployment rate,8.6,"19,399,878"
4154,1446,2010,New York,Average household size,2.61,"19,399,878"
4155,1996,2010,New York,Poverty rate,11.5,"19,399,878"
4156,2546,2010,New York,"Number of corruption convictions per 1,000,000 people",1.90797,"19,399,878"
4157,3096,2010,New York,Gini coefficient,0.49900001,"19,399,878"
4158,3646,2010,New York,GDP,65463.62998,"19,399,878"
4159,4196,2010,New York,Log(GDP),11.08925,"19,399,878"
4160,4746,2010,New York,Age,38.0,"19,399,878"
4161,5296,2010,New York,People with less than 9 years of education/people with college degree or above,0.216304,"19,399,878"
4162,5846,2010,New York,Black/white,0.267094,"19,399,878"
4163,6396,2010,New York,Hispanic/white,0.3042638,"19,399,878"
4164,347,2011,New York,Labor Force Participation,61.5,"19,499,241"
4165,897,2011,New York,Unemployment rate,8.3,"19,499,241"
4166,1447,2011,New York,Average household size,2.63,"19,499,241"
4167,1997,2011,New York,Poverty rate,12.3,"19,499,241"
4168,2547,2011,New York,"Number of corruption convictions per 1,000,000 people",2.67144,"19,499,241"
4169,3097,2011,New York,Gini coefficient,0.50330001,"19,499,241"
4170,3647,2011,New York,GDP,65205.55867,"19,499,241"
4171,4197,2011,New York,Log(GDP),11.0853,"19,499,241"
4172,4747,2011,New York,Age,38.1,"19,499,241"
4173,5297,2011,New York,People with less than 9 years of education/people with college degree or above,0.2072287,"19,499,241"
4174,5847,2011,New York,Black/white,0.2697545,"19,499,241"
4175,6397,2011,New York,Hispanic/white,0.3106519,"19,499,241"
4176,348,2012,New York,Labor Force Participation,61.8,"19,572,932"
4177,898,2012,New York,Unemployment rate,8.5,"19,572,932"
4178,1448,2012,New York,Average household size,2.62,"19,572,932"
4179,1998,2012,New York,Poverty rate,12.2,"19,572,932"
4180,2548,2012,New York,"Number of corruption convictions per 1,000,000 people",2.91258,"19,572,932"
4181,3098,2012,New York,Gini coefficient,0.50089997,"19,572,932"
4182,3648,2012,New York,GDP,67574.09645,"19,572,932"
4183,4198,2012,New York,Log(GDP),11.12098,"19,572,932"
4184,4748,2012,New York,Age,38.1,"19,572,932"
4185,5298,2012,New York,People with less than 9 years of education/people with college degree or above,0.1996761,"19,572,932"
4186,5848,2012,New York,Black/white,0.2713517,"19,572,932"
4187,6398,2012,New York,Hispanic/white,0.3165153,"19,572,932"
4188,349,2013,New York,Labor Force Participation,61.8,"19,624,447"
4189,899,2013,New York,Unemployment rate,7.7,"19,624,447"
4190,1449,2013,New York,Average household size,2.64,"19,624,447"
4191,1999,2013,New York,Poverty rate,12.1,"19,624,447"
4192,2549,2013,New York,"Number of corruption convictions per 1,000,000 people",1.32308,"19,624,447"
4193,3099,2013,New York,Gini coefficient,0.50980002,"19,624,447"
4194,3649,2013,New York,GDP,67136.28924,"19,624,447"
4195,4199,2013,New York,Log(GDP),11.11448,"19,624,447"
4196,4749,2013,New York,Age,38.2,"19,624,447"
4197,5299,2013,New York,People with less than 9 years of education/people with college degree or above,0.1984775,"19,624,447"
4198,5849,2013,New York,Black/white,0.2753179,"19,624,447"
4199,6399,2013,New York,Hispanic/white,0.3224435,"19,624,447"
4200,350,2014,New York,Labor Force Participation,60.7,"19,651,049"
4201,900,2014,New York,Unemployment rate,6.3,"19,651,049"
4202,1450,2014,New York,Average household size,2.63,"19,651,049"
4203,2000,2014,New York,Poverty rate,12.2,"19,651,049"
4204,2550,2014,New York,"Number of corruption convictions per 1,000,000 people",2.07635,"19,651,049"
4205,3100,2014,New York,Gini coefficient,0.51109999,"19,651,049"
4206,3650,2014,New York,GDP,68276.43745,"19,651,049"
4207,4200,2014,New York,Log(GDP),11.13132,"19,651,049"
4208,4750,2014,New York,Age,38.2,"19,651,049"
4209,5300,2014,New York,People with less than 9 years of education/people with college degree or above,0.1933579,"19,651,049"
4210,5850,2014,New York,Black/white,0.2781307,"19,651,049"
4211,6400,2014,New York,Hispanic/white,0.3299912,"19,651,049"
4212,351,2015,New York,Labor Force Participation,60.8,"19,654,666"
4213,901,2015,New York,Unemployment rate,5.3,"19,654,666"
4214,1451,2015,New York,Average household size,2.66,"19,654,666"
4215,2001,2015,New York,Poverty rate,11.6,"19,654,666"
4216,2551,2015,New York,"Number of corruption convictions per 1,000,000 people",3.43507,"19,654,666"
4217,3101,2015,New York,Gini coefficient,0.51380002,"19,654,666"
4218,3651,2015,New York,GDP,69160.83409,"19,654,666"
4219,4201,2015,New York,Log(GDP),11.14419,"19,654,666"
4220,4751,2015,New York,Age,38.3,"19,654,666"
4221,5301,2015,New York,People with less than 9 years of education/people with college degree or above,0.1890346,"19,654,666"
4222,5851,2015,New York,Black/white,0.2788322,"19,654,666"
4223,6401,2015,New York,Hispanic/white,0.3370956,"19,654,666"
4224,352,2005,North Carolina,Labor Force Participation,65.7,"8,705,407"
4225,902,2005,North Carolina,Unemployment rate,5.2,"8,705,407"
4226,1452,2005,North Carolina,Average household size,2.47,"8,705,407"
4227,2002,2005,North Carolina,Poverty rate,11.7,"8,705,407"
4228,2552,2005,North Carolina,"Number of corruption convictions per 1,000,000 people",1.49332,"8,705,407"
4229,3102,2005,North Carolina,Gini coefficient,0.45100001,"8,705,407"
4230,3652,2005,North Carolina,GDP,48447.20852,"8,705,407"
4231,4202,2005,North Carolina,Log(GDP),10.78823,"8,705,407"
4232,4752,2005,North Carolina,Age,36.2,"8,705,407"
4233,5302,2005,North Carolina,People with less than 9 years of education/people with college degree or above,0.2522718,"8,705,407"
4234,5852,2005,North Carolina,Black/white,0.3048615,"8,705,407"
4235,6402,2005,North Carolina,Hispanic/white,0.0926494,"8,705,407"
4236,353,2006,North Carolina,Labor Force Participation,66.1,"8,917,270"
4237,903,2006,North Carolina,Unemployment rate,4.7,"8,917,270"
4238,1453,2006,North Carolina,Average household size,2.49,"8,917,270"
4239,2003,2006,North Carolina,Poverty rate,10.7,"8,917,270"
4240,2553,2006,North Carolina,"Number of corruption convictions per 1,000,000 people",2.69141,"8,917,270"
4241,3103,2006,North Carolina,Gini coefficient,0.458,"8,917,270"
4242,3653,2006,North Carolina,GDP,48844.15508,"8,917,270"
4243,4203,2006,North Carolina,Log(GDP),10.79639,"8,917,270"
4244,4753,2006,North Carolina,Age,36.6,"8,917,270"
4245,5303,2006,North Carolina,People with less than 9 years of education/people with college degree or above,0.2647377,"8,917,270"
4246,5853,2006,North Carolina,Black/white,0.313014,"8,917,270"
4247,6403,2006,North Carolina,Hispanic/white,0.0995763,"8,917,270"
4248,354,2007,North Carolina,Labor Force Participation,65.6,"9,118,037"
4249,904,2007,North Carolina,Unemployment rate,4.7,"9,118,037"
4250,1454,2007,North Carolina,Average household size,2.48,"9,118,037"
4251,2004,2007,North Carolina,Poverty rate,10.6,"9,118,037"
4252,2554,2007,North Carolina,"Number of corruption convictions per 1,000,000 people",2.85149,"9,118,037"
4253,3104,2007,North Carolina,Gini coefficient,0.465,"9,118,037"
4254,3654,2007,North Carolina,GDP,48166.54635,"9,118,037"
4255,4204,2007,North Carolina,Log(GDP),10.78242,"9,118,037"
4256,4754,2007,North Carolina,Age,36.8,"9,118,037"
4257,5304,2007,North Carolina,People with less than 9 years of education/people with college degree or above,0.2395298,"9,118,037"
4258,5854,2007,North Carolina,Black/white,0.3132082,"9,118,037"
4259,6404,2007,North Carolina,Hispanic/white,0.1046843,"9,118,037"
4260,355,2008,North Carolina,Labor Force Participation,65.0,"9,309,449"
4261,905,2008,North Carolina,Unemployment rate,6.1,"9,309,449"
4262,1455,2008,North Carolina,Average household size,2.49,"9,309,449"
4263,2005,2008,North Carolina,Poverty rate,10.9,"9,309,449"
4264,2555,2008,North Carolina,"Number of corruption convictions per 1,000,000 people",1.84334,"9,309,449"
4265,3105,2008,North Carolina,Gini coefficient,0.463,"9,309,449"
4266,3655,2008,North Carolina,GDP,48460.29103,"9,309,449"
4267,4205,2008,North Carolina,Log(GDP),10.7885,"9,309,449"
4268,4755,2008,North Carolina,Age,37.0,"9,309,449"
4269,5305,2008,North Carolina,People with less than 9 years of education/people with college degree or above,0.2418584,"9,309,449"
4270,5855,2008,North Carolina,Black/white,0.3163766,"9,309,449"
4271,6405,2008,North Carolina,Hispanic/white,0.110311,"9,309,449"
4272,356,2009,North Carolina,Labor Force Participation,64.2,"9,449,566"
4273,906,2009,North Carolina,Unemployment rate,10.6,"9,449,566"
4274,1456,2009,North Carolina,Average household size,2.49,"9,449,566"
4275,2006,2009,North Carolina,Poverty rate,11.9,"9,449,566"
4276,2556,2009,North Carolina,"Number of corruption convictions per 1,000,000 people",0.959398,"9,449,566"
4277,3106,2009,North Carolina,Gini coefficient,0.46399999,"9,449,566"
4278,3656,2009,North Carolina,GDP,45529.69366,"9,449,566"
4279,4206,2009,North Carolina,Log(GDP),10.72612,"9,449,566"
4280,4756,2009,North Carolina,Age,36.9,"9,449,566"
4281,5306,2009,North Carolina,People with less than 9 years of education/people with college degree or above,0.2233254,"9,449,566"
4282,5856,2009,North Carolina,Black/white,0.3153628,"9,449,566"
4283,6406,2009,North Carolina,Hispanic/white,0.1144553,"9,449,566"
4284,357,2010,North Carolina,Labor Force Participation,63.3,"9,574,323"
4285,907,2010,North Carolina,Unemployment rate,10.9,"9,574,323"
4286,1457,2010,North Carolina,Average household size,2.53,"9,574,323"
4287,2007,2010,North Carolina,Poverty rate,13.3,"9,574,323"
4288,2557,2010,North Carolina,"Number of corruption convictions per 1,000,000 people",1.88254,"9,574,323"
4289,3107,2010,North Carolina,Gini coefficient,0.46399999,"9,574,323"
4290,3657,2010,North Carolina,GDP,45327.98993,"9,574,323"
4291,4207,2010,North Carolina,Log(GDP),10.72168,"9,574,323"
4292,4757,2010,North Carolina,Age,37.3,"9,574,323"
4293,5307,2010,North Carolina,People with less than 9 years of education/people with college degree or above,0.2119931,"9,574,323"
4294,5857,2010,North Carolina,Black/white,0.3291202,"9,574,323"
4295,6407,2010,North Carolina,Hispanic/white,0.1291871,"9,574,323"
4296,358,2011,North Carolina,Labor Force Participation,62.5,"9,657,592"
4297,908,2011,North Carolina,Unemployment rate,10.3,"9,657,592"
4298,1458,2011,North Carolina,Average household size,2.55,"9,657,592"
4299,2008,2011,North Carolina,Poverty rate,13.2,"9,657,592"
4300,2558,2011,North Carolina,"Number of corruption convictions per 1,000,000 people",1.34626,"9,657,592"
4301,3108,2011,North Carolina,Gini coefficient,0.4716,"9,657,592"
4302,3658,2011,North Carolina,GDP,45471.45293,"9,657,592"
4303,4208,2011,North Carolina,Log(GDP),10.72484,"9,657,592"
4304,4758,2011,North Carolina,Age,37.7,"9,657,592"
4305,5308,2011,North Carolina,People with less than 9 years of education/people with college degree or above,0.2129193,"9,657,592"
4306,5858,2011,North Carolina,Black/white,0.3337345,"9,657,592"
4307,6408,2011,North Carolina,Hispanic/white,0.1321345,"9,657,592"
4308,359,2012,North Carolina,Labor Force Participation,62.4,"9,749,476"
4309,909,2012,North Carolina,Unemployment rate,9.3,"9,749,476"
4310,1459,2012,North Carolina,Average household size,2.55,"9,749,476"
4311,2009,2012,North Carolina,Poverty rate,13.4,"9,749,476"
4312,2559,2012,North Carolina,"Number of corruption convictions per 1,000,000 people",0.410169,"9,749,476"
4313,3109,2012,North Carolina,Gini coefficient,0.4691,"9,749,476"
4314,3659,2012,North Carolina,GDP,45074.41186,"9,749,476"
4315,4209,2012,North Carolina,Log(GDP),10.71607,"9,749,476"
4316,4759,2012,North Carolina,Age,37.8,"9,749,476"
4317,5309,2012,North Carolina,People with less than 9 years of education/people with college degree or above,0.2106041,"9,749,476"
4318,5859,2012,North Carolina,Black/white,0.3349856,"9,749,476"
4319,6409,2012,North Carolina,Hispanic/white,0.1342696,"9,749,476"
4320,360,2013,North Carolina,Labor Force Participation,61.8,"9,843,336"
4321,910,2013,North Carolina,Unemployment rate,8.0,"9,843,336"
4322,1460,2013,North Carolina,Average household size,2.55,"9,843,336"
4323,2010,2013,North Carolina,Poverty rate,13.1,"9,843,336"
4324,2560,2013,North Carolina,"Number of corruption convictions per 1,000,000 people",1.92931,"9,843,336"
4325,3110,2013,North Carolina,Gini coefficient,0.4765,"9,843,336"
4326,3660,2013,North Carolina,GDP,45223.40312,"9,843,336"
4327,4210,2013,North Carolina,Log(GDP),10.71937,"9,843,336"
4328,4760,2013,North Carolina,Age,37.9,"9,843,336"
4329,5310,2013,North Carolina,People with less than 9 years of education/people with college degree or above,0.1917641,"9,843,336"
4330,5860,2013,North Carolina,Black/white,0.3353852,"9,843,336"
