,year,state,measure,value
4063,2009,Maryland,Log(GDP),10.91952
4064,2010,Maryland,Log(GDP),10.94299
4065,2011,Maryland,Log(GDP),10.95709
4066,2012,Maryland,Log(GDP),10.94902
4067,2013,Maryland,Log(GDP),10.94188
4068,2014,Maryland,Log(GDP),10.94507
4069,2015,Maryland,Log(GDP),10.95689
4070,2005,Massachusetts,Log(GDP),11.05415
4071,2006,Massachusetts,Log(GDP),11.03147
4072,2007,Massachusetts,Log(GDP),11.05492
4073,2008,Massachusetts,Log(GDP),11.05875
4074,2009,Massachusetts,Log(GDP),11.03308
4075,2010,Massachusetts,Log(GDP),11.07829
4076,2011,Massachusetts,Log(GDP),11.09729
4077,2012,Massachusetts,Log(GDP),11.11029
4078,2013,Massachusetts,Log(GDP),11.10449
4079,2014,Massachusetts,Log(GDP),11.11584
4080,2015,Massachusetts,Log(GDP),11.1439
4081,2005,Michigan,Log(GDP),10.72961
4082,2006,Michigan,Log(GDP),10.68992
4083,2007,Michigan,Log(GDP),10.6874
4084,2008,Michigan,Log(GDP),10.6372
4085,2009,Michigan,Log(GDP),10.54861
4086,2010,Michigan,Log(GDP),10.6113
4087,2011,Michigan,Log(GDP),10.63735
4088,2012,Michigan,Log(GDP),10.65443
4089,2013,Michigan,Log(GDP),10.66615
4090,2014,Michigan,Log(GDP),10.67917
4091,2015,Michigan,Log(GDP),10.70042
4092,2005,Minnesota,Log(GDP),10.94259
4093,2006,Minnesota,Log(GDP),10.90725
4094,2007,Minnesota,Log(GDP),10.90575
4095,2008,Minnesota,Log(GDP),10.91045
4096,2009,Minnesota,Log(GDP),10.86486
4097,2010,Minnesota,Log(GDP),10.89007
4098,2011,Minnesota,Log(GDP),10.90367
4099,2012,Minnesota,Log(GDP),10.90981
4100,2013,Minnesota,Log(GDP),10.92348
4101,2014,Minnesota,Log(GDP),10.94156
4102,2015,Minnesota,Log(GDP),10.94577
4103,2005,Mississippi,Log(GDP),10.42582
4104,2006,Mississippi,Log(GDP),10.42181
4105,2007,Mississippi,Log(GDP),10.4438
4106,2008,Mississippi,Log(GDP),10.47791
4107,2009,Mississippi,Log(GDP),10.42506
4108,2010,Mississippi,Log(GDP),10.42419
4109,2011,Mississippi,Log(GDP),10.4087
4110,2012,Mississippi,Log(GDP),10.41549
4111,2013,Mississippi,Log(GDP),10.41347
4112,2014,Mississippi,Log(GDP),10.41058
4113,2015,Mississippi,Log(GDP),10.41467
4114,2005,Missouri,Log(GDP),10.74586
4115,2006,Missouri,Log(GDP),10.7156
4116,2007,Missouri,Log(GDP),10.71386
4117,2008,Missouri,Log(GDP),10.73151
4118,2009,Missouri,Log(GDP),10.69897
4119,2010,Missouri,Log(GDP),10.71406
4120,2011,Missouri,Log(GDP),10.70044
4121,2012,Missouri,Log(GDP),10.70616
4122,2013,Missouri,Log(GDP),10.7141
4123,2014,Missouri,Log(GDP),10.7141
4124,2015,Missouri,Log(GDP),10.72189
4125,2005,Montana,Log(GDP),10.61435
4126,2006,Montana,Log(GDP),10.61359
4127,2007,Montana,Log(GDP),10.64911
4128,2008,Montana,Log(GDP),10.63377
4129,2009,Montana,Log(GDP),10.60526
4130,2010,Montana,Log(GDP),10.61928
4131,2011,Montana,Log(GDP),10.6346
4132,2012,Montana,Log(GDP),10.64044
4133,2013,Montana,Log(GDP),10.64065
4134,2014,Montana,Log(GDP),10.64779
4135,2015,Montana,Log(GDP),10.67585
4136,2005,Nebraska,Log(GDP),10.86048
4137,2006,Nebraska,Log(GDP),10.85282
4138,2007,Nebraska,Log(GDP),10.87095
4139,2008,Nebraska,Log(GDP),10.86792
4140,2009,Nebraska,Log(GDP),10.86567
4141,2010,Nebraska,Log(GDP),10.88671
4142,2011,Nebraska,Log(GDP),10.92478
4143,2012,Nebraska,Log(GDP),10.91719
4144,2013,Nebraska,Log(GDP),10.93693
4145,2014,Nebraska,Log(GDP),10.94975
4146,2015,Nebraska,Log(GDP),10.96541
4147,2005,Nevada,Log(GDP),10.97958
4148,2006,Nevada,Log(GDP),10.97143
4149,2007,Nevada,Log(GDP),10.93827
4150,2008,Nevada,Log(GDP),10.88567
4151,2009,Nevada,Log(GDP),10.7819
4152,2010,Nevada,Log(GDP),10.77126
4153,2011,Nevada,Log(GDP),10.77139
4154,2012,Nevada,Log(GDP),10.74528
4155,2013,Nevada,Log(GDP),10.73582
4156,2014,Nevada,Log(GDP),10.72918
4157,2015,Nevada,Log(GDP),10.75222
4158,2005,New Hampshire,Log(GDP),10.83122
4159,2006,New Hampshire,Log(GDP),10.82282
4160,2007,New Hampshire,Log(GDP),10.81836
4161,2008,New Hampshire,Log(GDP),10.80795
4162,2009,New Hampshire,Log(GDP),10.79255
4163,2010,New Hampshire,Log(GDP),10.8289
4164,2011,New Hampshire,Log(GDP),10.8338
4165,2012,New Hampshire,Log(GDP),10.84451
4166,2013,New Hampshire,Log(GDP),10.85871
4167,2014,New Hampshire,Log(GDP),10.86592
4168,2015,New Hampshire,Log(GDP),10.88726
4169,2005,New Jersey,Log(GDP),11.00642
4170,2006,New Jersey,Log(GDP),11.00321
4171,2007,New Jersey,Log(GDP),11.0129
4172,2008,New Jersey,Log(GDP),11.02505
4173,2009,New Jersey,Log(GDP),10.98021
4174,2010,New Jersey,Log(GDP),10.98007
4175,2011,New Jersey,Log(GDP),10.96683
4176,2012,New Jersey,Log(GDP),10.97903
4177,2013,New Jersey,Log(GDP),10.982
4178,2014,New Jersey,Log(GDP),10.98087
4179,2015,New Jersey,Log(GDP),10.99488
4180,2005,New Mexico,Log(GDP),10.70139
4181,2006,New Mexico,Log(GDP),10.69065
4182,2007,New Mexico,Log(GDP),10.69004
4183,2008,New Mexico,Log(GDP),10.67654
4184,2009,New Mexico,Log(GDP),10.68333
4185,2010,New Mexico,Log(GDP),10.64813
4186,2011,New Mexico,Log(GDP),10.64214
4187,2012,New Mexico,Log(GDP),10.64553
4188,2013,New Mexico,Log(GDP),10.63306
4189,2014,New Mexico,Log(GDP),10.66305
4190,2015,New Mexico,Log(GDP),10.68235
4191,2005,New York,Log(GDP),11.04728
4192,2006,New York,Log(GDP),11.03733
4193,2007,New York,Log(GDP),11.04011
4194,2008,New York,Log(GDP),11.00726
4195,2009,New York,Log(GDP),11.04447
4196,2010,New York,Log(GDP),11.08925
4197,2011,New York,Log(GDP),11.0853
4198,2012,New York,Log(GDP),11.12098
4199,2013,New York,Log(GDP),11.11448
4200,2014,New York,Log(GDP),11.13132
4201,2015,New York,Log(GDP),11.14419
4202,2005,North Carolina,Log(GDP),10.78823
4203,2006,North Carolina,Log(GDP),10.79639
4204,2007,North Carolina,Log(GDP),10.78242
4205,2008,North Carolina,Log(GDP),10.7885
4206,2009,North Carolina,Log(GDP),10.72612
4207,2010,North Carolina,Log(GDP),10.72168
4208,2011,North Carolina,Log(GDP),10.72484
4209,2012,North Carolina,Log(GDP),10.71607
4210,2013,North Carolina,Log(GDP),10.71937
4211,2014,North Carolina,Log(GDP),10.72807
4212,2015,North Carolina,Log(GDP),10.74884
4213,2005,North Dakota,Log(GDP),10.77361
4214,2006,North Dakota,Log(GDP),10.7704
4215,2007,North Dakota,Log(GDP),10.80978
4216,2008,North Dakota,Log(GDP),10.88263
4217,2009,North Dakota,Log(GDP),10.89999
4218,2010,North Dakota,Log(GDP),10.93111
4219,2011,North Dakota,Log(GDP),11.02395
4220,2012,North Dakota,Log(GDP),11.20353
4221,2013,North Dakota,Log(GDP),11.19296
4222,2014,North Dakota,Log(GDP),11.24034
4223,2015,North Dakota,Log(GDP),11.18647
4224,2005,Ohio,Log(GDP),10.79429
4225,2006,Ohio,Log(GDP),10.76107
4226,2007,Ohio,Log(GDP),10.76247
4227,2008,Ohio,Log(GDP),10.753
4228,2009,Ohio,Log(GDP),10.69458
4229,2010,Ohio,Log(GDP),10.7182
4230,2011,Ohio,Log(GDP),10.75067
4231,2012,Ohio,Log(GDP),10.75465
4232,2013,Ohio,Log(GDP),10.77064
4233,2014,Ohio,Log(GDP),10.80352
4234,2015,Ohio,Log(GDP),10.81392
4235,2005,Oklahoma,Log(GDP),10.63753
4236,2006,Oklahoma,Log(GDP),10.66082
4237,2007,Oklahoma,Log(GDP),10.66844
4238,2008,Oklahoma,Log(GDP),10.69877
4239,2009,Oklahoma,Log(GDP),10.67331
4240,2010,Oklahoma,Log(GDP),10.65321
4241,2011,Oklahoma,Log(GDP),10.68186
4242,2012,Oklahoma,Log(GDP),10.72495
4243,2013,Oklahoma,Log(GDP),10.73908
4244,2014,Oklahoma,Log(GDP),10.78921
4245,2015,Oklahoma,Log(GDP),10.81464
4246,2005,Oregon,Log(GDP),10.70348
4247,2006,Oregon,Log(GDP),10.72266
4248,2007,Oregon,Log(GDP),10.72901
4249,2008,Oregon,Log(GDP),10.73417
4250,2009,Oregon,Log(GDP),10.68194
4251,2010,Oregon,Log(GDP),10.69255
4252,2011,Oregon,Log(GDP),10.7124
4253,2012,Oregon,Log(GDP),10.70883
4254,2013,Oregon,Log(GDP),10.70848
4255,2014,Oregon,Log(GDP),10.73289
4256,2015,Oregon,Log(GDP),10.76963
4257,2005,Pennsylvania,Log(GDP),10.80141
4258,2006,Pennsylvania,Log(GDP),10.77035
4259,2007,Pennsylvania,Log(GDP),10.80418
4260,2008,Pennsylvania,Log(GDP),10.82204
4261,2009,Pennsylvania,Log(GDP),10.77973
4262,2010,Pennsylvania,Log(GDP),10.79909
4263,2011,Pennsylvania,Log(GDP),10.81068
4264,2012,Pennsylvania,Log(GDP),10.82469
4265,2013,Pennsylvania,Log(GDP),10.83936
4266,2014,Pennsylvania,Log(GDP),10.85879
4267,2015,Pennsylvania,Log(GDP),10.87707
4268,2005,Rhode Island,Log(GDP),10.83292
4269,2006,Rhode Island,Log(GDP),10.82235
4270,2007,Rhode Island,Log(GDP),10.80446
4271,2008,Rhode Island,Log(GDP),10.77914
4272,2009,Rhode Island,Log(GDP),10.7722
4273,2010,Rhode Island,Log(GDP),10.79717
4274,2011,Rhode Island,Log(GDP),10.79481
4275,2012,Rhode Island,Log(GDP),10.80302
4276,2013,Rhode Island,Log(GDP),10.8104
4277,2014,Rhode Island,Log(GDP),10.80929
4278,2015,Rhode Island,Log(GDP),10.82334
4279,2005,South Carolina,Log(GDP),10.60881
4280,2006,South Carolina,Log(GDP),10.582
4281,2007,South Carolina,Log(GDP),10.5897
4282,2008,South Carolina,Log(GDP),10.57058
4283,2009,South Carolina,Log(GDP),10.50725
4284,2010,South Carolina,Log(GDP),10.51061
4285,2011,South Carolina,Log(GDP),10.52441
4286,2012,South Carolina,Log(GDP),10.52208
4287,2013,South Carolina,Log(GDP),10.53145
4288,2014,South Carolina,Log(GDP),10.54342
4289,2015,South Carolina,Log(GDP),10.56194
4290,2005,South Dakota,Log(GDP),10.78168
4291,2006,South Dakota,Log(GDP),10.74995
4292,2007,South Dakota,Log(GDP),10.77474
4293,2008,South Dakota,Log(GDP),10.80559
4294,2009,South Dakota,Log(GDP),10.79769
4295,2010,South Dakota,Log(GDP),10.80265
4296,2011,South Dakota,Log(GDP),10.85763
4297,2012,South Dakota,Log(GDP),10.86154
4298,2013,South Dakota,Log(GDP),10.85143
4299,2014,South Dakota,Log(GDP),10.853
4300,2015,South Dakota,Log(GDP),10.87291
4301,2005,Tennessee,Log(GDP),10.72649
4302,2006,Tennessee,Log(GDP),10.71338
4303,2007,Tennessee,Log(GDP),10.68401
4304,2008,Tennessee,Log(GDP),10.68665
4305,2009,Tennessee,Log(GDP),10.64001
4306,2010,Tennessee,Log(GDP),10.64444
4307,2011,Tennessee,Log(GDP),10.66699
4308,2012,Tennessee,Log(GDP),10.6907
4309,2013,Tennessee,Log(GDP),10.69536
4310,2014,Tennessee,Log(GDP),10.70352
4311,2015,Tennessee,Log(GDP),10.72636
4312,2005,Texas,Log(GDP),10.83695
4313,2006,Texas,Log(GDP),10.84904
4314,2007,Texas,Log(GDP),10.88385
4315,2008,Texas,Log(GDP),10.86748
4316,2009,Texas,Log(GDP),10.84553
4317,2010,Texas,Log(GDP),10.85009
4318,2011,Texas,Log(GDP),10.8655
4319,2012,Texas,Log(GDP),10.89971
4320,2013,Texas,Log(GDP),10.92702
4321,2014,Texas,Log(GDP),10.93493
4322,2015,Texas,Log(GDP),10.96616
4323,2005,Utah,Log(GDP),10.71364
4324,2006,Utah,Log(GDP),10.74841
4325,2007,Utah,Log(GDP),10.75925
4326,2008,Utah,Log(GDP),10.71721
4327,2009,Utah,Log(GDP),10.67773
4328,2010,Utah,Log(GDP),10.70144
4329,2011,Utah,Log(GDP),10.71666
4330,2012,Utah,Log(GDP),10.71623
4331,2013,Utah,Log(GDP),10.7248
4332,2014,Utah,Log(GDP),10.7402
4333,2015,Utah,Log(GDP),10.76173
4334,2005,Vermont,Log(GDP),10.70725
4335,2006,Vermont,Log(GDP),10.68024
4336,2007,Vermont,Log(GDP),10.67223
4337,2008,Vermont,Log(GDP),10.69564
4338,2009,Vermont,Log(GDP),10.67867
4339,2010,Vermont,Log(GDP),10.71239
4340,2011,Vermont,Log(GDP),10.73353
4341,2012,Vermont,Log(GDP),10.73955
4342,2013,Vermont,Log(GDP),10.72501
4343,2014,Vermont,Log(GDP),10.72484
4344,2015,Vermont,Log(GDP),10.73664
4345,2005,Virginia,Log(GDP),10.94391
4346,2006,Virginia,Log(GDP),10.92309
4347,2007,Virginia,Log(GDP),10.92175
4348,2008,Virginia,Log(GDP),10.91158
4349,2009,Virginia,Log(GDP),10.89656
4350,2010,Virginia,Log(GDP),10.90579
4351,2011,Virginia,Log(GDP),10.90674
4352,2012,Virginia,Log(GDP),10.90331
4353,2013,Virginia,Log(GDP),10.89785
4354,2014,Virginia,Log(GDP),10.8876
4355,2015,Virginia,Log(GDP),10.89986
4356,2005,Washington,Log(GDP),10.93068
4357,2006,Washington,Log(GDP),10.92898
4358,2007,Washington,Log(GDP),10.97626
4359,2008,Washington,Log(GDP),10.97482
4360,2009,Washington,Log(GDP),10.93186
4361,2010,Washington,Log(GDP),10.94249
4362,2011,Washington,Log(GDP),10.947
4363,2012,Washington,Log(GDP),10.97029
4364,2013,Washington,Log(GDP),10.98487
4365,2014,Washington,Log(GDP),11.00597
4366,2015,Washington,Log(GDP),11.03218
4367,2005,West Virginia,Log(GDP),10.51858
4368,2006,West Virginia,Log(GDP),10.50599
4369,2007,West Virginia,Log(GDP),10.51084
4370,2008,West Virginia,Log(GDP),10.52983
4371,2009,West Virginia,Log(GDP),10.52213
4372,2010,West Virginia,Log(GDP),10.51643
4373,2011,West Virginia,Log(GDP),10.53327
4374,2012,West Virginia,Log(GDP),10.52952
4375,2013,West Virginia,Log(GDP),10.54101
4376,2014,West Virginia,Log(GDP),10.53868
4377,2015,West Virginia,Log(GDP),10.53704
4378,2005,Wisconsin,Log(GDP),10.79482
4379,2006,Wisconsin,Log(GDP),10.77805
4380,2007,Wisconsin,Log(GDP),10.77544
4381,2008,Wisconsin,Log(GDP),10.75835
4382,2009,Wisconsin,Log(GDP),10.72489
4383,2010,Wisconsin,Log(GDP),10.74799
4384,2011,Wisconsin,Log(GDP),10.76503
4385,2012,Wisconsin,Log(GDP),10.77705
4386,2013,Wisconsin,Log(GDP),10.78091
4387,2014,Wisconsin,Log(GDP),10.79642
4388,2015,Wisconsin,Log(GDP),10.80829
4389,2005,Wyoming,Log(GDP),11.11066
4390,2006,Wyoming,Log(GDP),11.19639
4391,2007,Wyoming,Log(GDP),11.25347
4392,2008,Wyoming,Log(GDP),11.29023
4393,2009,Wyoming,Log(GDP),11.23899
4394,2010,Wyoming,Log(GDP),11.16354
4395,2011,Wyoming,Log(GDP),11.14676
4396,2012,Wyoming,Log(GDP),11.10757
4397,2013,Wyoming,Log(GDP),11.09867
4398,2014,Wyoming,Log(GDP),11.09758
4399,2015,Wyoming,Log(GDP),11.12
4400,2005,Alabama,Age,37.4
4401,2006,Alabama,Age,37.2
4402,2007,Alabama,Age,37.3
4403,2008,Alabama,Age,37.4
4404,2009,Alabama,Age,37.4
4405,2010,Alabama,Age,37.8
4406,2011,Alabama,Age,38.1
4407,2012,Alabama,Age,38.2
4408,2013,Alabama,Age,38.3
4409,2014,Alabama,Age,38.6
4410,2015,Alabama,Age,38.7
4411,2005,Alaska,Age,33.9
4412,2006,Alaska,Age,33.5
4413,2007,Alaska,Age,33.3
4414,2008,Alaska,Age,33
4415,2009,Alaska,Age,32.6
4416,2010,Alaska,Age,33.8
4417,2011,Alaska,Age,33.9
4418,2012,Alaska,Age,33.8
4419,2013,Alaska,Age,33.1
4420,2014,Alaska,Age,33.3
4421,2015,Alaska,Age,33.3
4422,2005,Arizona,Age,34.5
4423,2006,Arizona,Age,34.6
4424,2007,Arizona,Age,34.9
4425,2008,Arizona,Age,35.1
4426,2009,Arizona,Age,34.9
4427,2010,Arizona,Age,35.9
4428,2011,Arizona,Age,36.2
4429,2012,Arizona,Age,36.6
4430,2013,Arizona,Age,36.8
4431,2014,Arizona,Age,36.9
4432,2015,Arizona,Age,37.4
4433,2005,Arkansas,Age,37
4434,2006,Arkansas,Age,37.1
4435,2007,Arkansas,Age,37
4436,2008,Arkansas,Age,37.3
4437,2009,Arkansas,Age,37.1
4438,2010,Arkansas,Age,37.3
4439,2011,Arkansas,Age,37.5
4440,2012,Arkansas,Age,37.6
4441,2013,Arkansas,Age,37.8
4442,2014,Arkansas,Age,37.8
4443,2015,Arkansas,Age,37.9
4444,2005,California,Age,34.4
4445,2006,California,Age,34.4
4446,2007,California,Age,34.7
4447,2008,California,Age,34.9
4448,2009,California,Age,34.9
4449,2010,California,Age,35.2
4450,2011,California,Age,35.4
4451,2012,California,Age,35.5
4452,2013,California,Age,35.7
4453,2014,California,Age,36
4454,2015,California,Age,36.2
4455,2005,Colorado,Age,34.7
4456,2006,Colorado,Age,35.4
4457,2007,Colorado,Age,35.7
4458,2008,Colorado,Age,35.8
4459,2009,Colorado,Age,35.7
4460,2010,Colorado,Age,36
4461,2011,Colorado,Age,36.2
4462,2012,Colorado,Age,36.2
4463,2013,Colorado,Age,36.4
4464,2014,Colorado,Age,36.3
4465,2015,Colorado,Age,36.4
4466,2005,Connecticut,Age,39.3
4467,2006,Connecticut,Age,39.1
4468,2007,Connecticut,Age,39.1
4469,2008,Connecticut,Age,39.3
4470,2009,Connecticut,Age,39.5
4471,2010,Connecticut,Age,40
4472,2011,Connecticut,Age,40.3
4473,2012,Connecticut,Age,40.4
4474,2013,Connecticut,Age,40.5
4475,2014,Connecticut,Age,40.5
4476,2015,Connecticut,Age,40.6
4477,2005,Delaware,Age,37.9
4478,2006,Delaware,Age,37.5
4479,2007,Delaware,Age,37.8
4480,2008,Delaware,Age,38.3
4481,2009,Delaware,Age,38.2
4482,2010,Delaware,Age,38.8
4483,2011,Delaware,Age,39.1
4484,2012,Delaware,Age,39.2
4485,2013,Delaware,Age,39.1
4486,2014,Delaware,Age,39.6
4487,2015,Delaware,Age,39.7
4488,2005,Florida,Age,39.5
4489,2006,Florida,Age,39.8
4490,2007,Florida,Age,40
4491,2008,Florida,Age,40.3
4492,2009,Florida,Age,40.1
4493,2010,Florida,Age,40.7
4494,2011,Florida,Age,41.1
4495,2012,Florida,Age,41.1
4496,2013,Florida,Age,41.5
4497,2014,Florida,Age,41.6
4498,2015,Florida,Age,41.8
4499,2005,Georgia,Age,34.3
4500,2006,Georgia,Age,34.6
4501,2007,Georgia,Age,34.8
4502,2008,Georgia,Age,35
4503,2009,Georgia,Age,34.6
4504,2010,Georgia,Age,35.4
4505,2011,Georgia,Age,35.5
4506,2012,Georgia,Age,35.7
4507,2013,Georgia,Age,35.9
4508,2014,Georgia,Age,36.1
4509,2015,Georgia,Age,36.4
4510,2005,Hawaii,Age,38.5
4511,2006,Hawaii,Age,37.2
4512,2007,Hawaii,Age,38.1
4513,2008,Hawaii,Age,38.3
4514,2009,Hawaii,Age,37.9
4515,2010,Hawaii,Age,38.7
4516,2011,Hawaii,Age,38.5
4517,2012,Hawaii,Age,38.3
4518,2013,Hawaii,Age,38.1
4519,2014,Hawaii,Age,38.1
4520,2015,Hawaii,Age,37.7
4521,2005,Idaho,Age,34.6
4522,2006,Idaho,Age,34.3
4523,2007,Idaho,Age,34.3
4524,2008,Idaho,Age,34.4
4525,2009,Idaho,Age,34.2
4526,2010,Idaho,Age,34.7
4527,2011,Idaho,Age,35
4528,2012,Idaho,Age,35.2
4529,2013,Idaho,Age,35.7
4530,2014,Idaho,Age,35.9
4531,2015,Idaho,Age,35.8
4532,2005,Illinois,Age,35.6
4533,2006,Illinois,Age,35.7
4534,2007,Illinois,Age,35.9
4535,2008,Illinois,Age,36
4536,2009,Illinois,Age,36.2
4537,2010,Illinois,Age,36.6
4538,2011,Illinois,Age,36.8
4539,2012,Illinois,Age,37
4540,2013,Illinois,Age,37.2
4541,2014,Illinois,Age,37.5
4542,2015,Illinois,Age,37.7
4543,2005,Indiana,Age,36.1
4544,2006,Indiana,Age,36.3
4545,2007,Indiana,Age,36.5
4546,2008,Indiana,Age,36.8
4547,2009,Indiana,Age,36.8
4548,2010,Indiana,Age,36.9
4549,2011,Indiana,Age,37.1
4550,2012,Indiana,Age,37.3
4551,2013,Indiana,Age,37.3
4552,2014,Indiana,Age,37.4
4553,2015,Indiana,Age,37.5
4554,2005,Iowa,Age,38.6
4555,2006,Iowa,Age,37.8
4556,2007,Iowa,Age,38
4557,2008,Iowa,Age,38.2
4558,2009,Iowa,Age,38
4559,2010,Iowa,Age,38.2
4560,2011,Iowa,Age,38.1
4561,2012,Iowa,Age,38
4562,2013,Iowa,Age,38
4563,2014,Iowa,Age,38.2
4564,2015,Iowa,Age,38.1
4565,2005,Kansas,Age,36.1
4566,2006,Kansas,Age,36.3
4567,2007,Kansas,Age,36.3
4568,2008,Kansas,Age,36.2
4569,2009,Kansas,Age,35.9
4570,2010,Kansas,Age,36.2
4571,2011,Kansas,Age,36.3
4572,2012,Kansas,Age,36
4573,2013,Kansas,Age,36
4574,2014,Kansas,Age,36.2
4575,2015,Kansas,Age,36.2
4576,2005,Kentucky,Age,37.5
4577,2006,Kentucky,Age,37.3
4578,2007,Kentucky,Age,37.4
4579,2008,Kentucky,Age,37.8
4580,2009,Kentucky,Age,37.7
4581,2010,Kentucky,Age,38
4582,2011,Kentucky,Age,38.2
4583,2012,Kentucky,Age,38.4
4584,2013,Kentucky,Age,38.5
4585,2014,Kentucky,Age,38.5
4586,2015,Kentucky,Age,38.8
4587,2005,Louisiana,Age,35.4
4588,2006,Louisiana,Age,35.6
4589,2007,Louisiana,Age,35.7
4590,2008,Louisiana,Age,35.9
4591,2009,Louisiana,Age,35.6
4592,2010,Louisiana,Age,35.9
4593,2011,Louisiana,Age,35.9
4594,2012,Louisiana,Age,36
4595,2013,Louisiana,Age,36
4596,2014,Louisiana,Age,36.1
4597,2015,Louisiana,Age,36.4
4598,2005,Maine,Age,41.2
4599,2006,Maine,Age,41
4600,2007,Maine,Age,41.7
4601,2008,Maine,Age,41.9
4602,2009,Maine,Age,42.2
4603,2010,Maine,Age,42.7
4604,2011,Maine,Age,43.2
4605,2012,Maine,Age,43.5
4606,2013,Maine,Age,44
4607,2014,Maine,Age,44.1
4608,2015,Maine,Age,44.6
4609,2005,Maryland,Age,37.1
4610,2006,Maryland,Age,37.3
4611,2007,Maryland,Age,37.4
4612,2008,Maryland,Age,37.6
4613,2009,Maryland,Age,37.7
4614,2010,Maryland,Age,38
4615,2011,Maryland,Age,38
4616,2012,Maryland,Age,38.1
4617,2013,Maryland,Age,38.2
4618,2014,Maryland,Age,38.3
4619,2015,Maryland,Age,38.3
4620,2005,Massachusetts,Age,38.2
4621,2006,Massachusetts,Age,38.3
4622,2007,Massachusetts,Age,38.5
4623,2008,Massachusetts,Age,38.7
4624,2009,Massachusetts,Age,39
4625,2010,Massachusetts,Age,39.1
4626,2011,Massachusetts,Age,39.3
4627,2012,Massachusetts,Age,39.5
4628,2013,Massachusetts,Age,39.4
4629,2014,Massachusetts,Age,39.4
4630,2015,Massachusetts,Age,39.4
4631,2005,Michigan,Age,36.9
4632,2006,Michigan,Age,37.3
4633,2007,Michigan,Age,37.6
4634,2008,Michigan,Age,38
4635,2009,Michigan,Age,38.5
4636,2010,Michigan,Age,39
4637,2011,Michigan,Age,39.2
4638,2012,Michigan,Age,39.5
4639,2013,Michigan,Age,39.6
4640,2014,Michigan,Age,39.6
4641,2015,Michigan,Age,39.7
4642,2005,Minnesota,Age,36.7
4643,2006,Minnesota,Age,36.8
4644,2007,Minnesota,Age,37.1
4645,2008,Minnesota,Age,37.4
4646,2009,Minnesota,Age,37.5
4647,2010,Minnesota,Age,37.5
4648,2011,Minnesota,Age,37.6
4649,2012,Minnesota,Age,37.6
4650,2013,Minnesota,Age,37.7
4651,2014,Minnesota,Age,37.8
4652,2015,Minnesota,Age,37.9
4653,2005,Mississippi,Age,35.5
4654,2006,Mississippi,Age,35.4
4655,2007,Mississippi,Age,35.4
4656,2008,Mississippi,Age,35.5
4657,2009,Mississippi,Age,35.1
4658,2010,Mississippi,Age,36.1
4659,2011,Mississippi,Age,36.1
4660,2012,Mississippi,Age,36.2
4661,2013,Mississippi,Age,36.6
4662,2014,Mississippi,Age,36.7
4663,2015,Mississippi,Age,37
4664,2005,Missouri,Age,37.4
4665,2006,Missouri,Age,37.2
4666,2007,Missouri,Age,37.5
4667,2008,Missouri,Age,37.6
4668,2009,Missouri,Age,37.6
4669,2010,Missouri,Age,38
4670,2011,Missouri,Age,38
4671,2012,Missouri,Age,38.2
4672,2013,Missouri,Age,38.1
4673,2014,Missouri,Age,38.5
4674,2015,Missouri,Age,38.4
4675,2005,Montana,Age,40.2
4676,2006,Montana,Age,39.5
4677,2007,Montana,Age,39.1
4678,2008,Montana,Age,39.1
4679,2009,Montana,Age,39.3
4680,2010,Montana,Age,40.1
4681,2011,Montana,Age,39.7
4682,2012,Montana,Age,40.2
4683,2013,Montana,Age,39.6
4684,2014,Montana,Age,39.6
4685,2015,Montana,Age,39.9
4686,2005,Nebraska,Age,36.2
4687,2006,Nebraska,Age,36
4688,2007,Nebraska,Age,36.1
4689,2008,Nebraska,Age,36.3
4690,2009,Nebraska,Age,35.8
4691,2010,Nebraska,Age,36.3
4692,2011,Nebraska,Age,36.3
4693,2012,Nebraska,Age,36.3
4694,2013,Nebraska,Age,36.3
4695,2014,Nebraska,Age,36.2
4696,2015,Nebraska,Age,36.1
