year,state,measure,value,population
2006,North Dakota,Hispanic/white,0.0162265,"649,422"
2007,North Dakota,Labor Force Participation,74.1,"652,822"
2007,North Dakota,Unemployment rate,3.1,"652,822"
2007,North Dakota,Average household size,2.25,"652,822"
2007,North Dakota,Poverty rate,7.5,"652,822"
2007,North Dakota,"Number of corruption convictions per 1,000,000 people",9.19087,"652,822"
2007,North Dakota,Gini coefficient,0.44,"652,822"
2007,North Dakota,GDP,49502.57661,"652,822"
2007,North Dakota,Log(GDP),10.80978,"652,822"
2007,North Dakota,Age,37.1,"652,822"
2007,North Dakota,People with less than 9 years of education/people with college degree or above,0.2327504,"652,822"
2007,North Dakota,Black/white,0.0086792,"652,822"
2007,North Dakota,Hispanic/white,0.0168717,"652,822"
2008,North Dakota,Labor Force Participation,74.4,"657,569"
2008,North Dakota,Unemployment rate,3.2,"657,569"
2008,North Dakota,Average household size,2.24,"657,569"
2008,North Dakota,Poverty rate,7.9,"657,569"
2008,North Dakota,"Number of corruption convictions per 1,000,000 people",6.23557,"657,569"
2008,North Dakota,Gini coefficient,0.45100001,"657,569"
2008,North Dakota,GDP,53243.4462,"657,569"
2008,North Dakota,Log(GDP),10.88263,"657,569"
2008,North Dakota,Age,37,"657,569"
2008,North Dakota,People with less than 9 years of education/people with college degree or above,0.2024005,"657,569"
2008,North Dakota,Black/white,0.0106169,"657,569"
2008,North Dakota,Hispanic/white,0.0224769,"657,569"
2009,North Dakota,Labor Force Participation,73.2,"664,968"
2009,North Dakota,Unemployment rate,4.1,"664,968"
2009,North Dakota,Average household size,2.22,"664,968"
2009,North Dakota,Poverty rate,6.6,"664,968"
2009,North Dakota,"Number of corruption convictions per 1,000,000 people",0,"664,968"
2009,North Dakota,Gini coefficient,0.44999999,"664,968"
2009,North Dakota,GDP,54175.82204,"664,968"
2009,North Dakota,Log(GDP),10.89999,"664,968"
2009,North Dakota,Age,37,"664,968"
2009,North Dakota,People with less than 9 years of education/people with college degree or above,0.2038599,"664,968"
2009,North Dakota,Black/white,0.0120847,"664,968"
2009,North Dakota,Hispanic/white,0.0219337,"664,968"
2010,North Dakota,Labor Force Participation,72.6,"674,715"
2010,North Dakota,Unemployment rate,3.8,"674,715"
2010,North Dakota,Average household size,2.32,"674,715"
2010,North Dakota,Poverty rate,7.8,"674,715"
2010,North Dakota,"Number of corruption convictions per 1,000,000 people",8.89549,"674,715"
2010,North Dakota,Gini coefficient,0.433,"674,715"
2010,North Dakota,GDP,55888.28128,"674,715"
2010,North Dakota,Log(GDP),10.93111,"674,715"
2010,North Dakota,Age,37.4,"674,715"
2010,North Dakota,People with less than 9 years of education/people with college degree or above,0.1780391,"674,715"
2010,North Dakota,Black/white,0.0143374,"674,715"
2010,North Dakota,Hispanic/white,0.0232022,"674,715"
2011,North Dakota,Labor Force Participation,72.9,"685,225"
2011,North Dakota,Unemployment rate,3.5,"685,225"
2011,North Dakota,Average household size,2.32,"685,225"
2011,North Dakota,Poverty rate,7.9,"685,225"
2011,North Dakota,"Number of corruption convictions per 1,000,000 people",2.92427,"685,225"
2011,North Dakota,Gini coefficient,0.44479999,"685,225"
2011,North Dakota,GDP,61325.4373,"685,225"
2011,North Dakota,Log(GDP),11.02395,"685,225"
2011,North Dakota,Age,36.6,"685,225"
2011,North Dakota,People with less than 9 years of education/people with college degree or above,0.1700678,"685,225"
2011,North Dakota,Black/white,0.0113252,"685,225"
2011,North Dakota,Hispanic/white,0.0246472,"685,225"
2012,North Dakota,Labor Force Participation,73.2,"701,176"
2012,North Dakota,Unemployment rate,3.1,"701,176"
2012,North Dakota,Average household size,2.32,"701,176"
2012,North Dakota,Poverty rate,7,"701,176"
2012,North Dakota,"Number of corruption convictions per 1,000,000 people",2.85866,"701,176"
2012,North Dakota,Gini coefficient,0.45969999,"701,176"
2012,North Dakota,GDP,73389.04847,"701,176"
2012,North Dakota,Log(GDP),11.20353,"701,176"
2012,North Dakota,Age,36.2,"701,176"
2012,North Dakota,People with less than 9 years of education/people with college degree or above,0.1419355,"701,176"
2012,North Dakota,Black/white,0.0165565,"701,176"
2012,North Dakota,Hispanic/white,0.0270564,"701,176"
2013,North Dakota,Labor Force Participation,72.8,"722,036"
2013,North Dakota,Unemployment rate,2.9,"722,036"
2013,North Dakota,Average household size,2.33,"722,036"
2013,North Dakota,Poverty rate,7,"722,036"
2013,North Dakota,"Number of corruption convictions per 1,000,000 people",0,"722,036"
2013,North Dakota,Gini coefficient,0.45500001,"722,036"
2013,North Dakota,GDP,72617.41151,"722,036"
2013,North Dakota,Log(GDP),11.19296,"722,036"
2013,North Dakota,Age,35.5,"722,036"
2013,North Dakota,People with less than 9 years of education/people with college degree or above,0.1497187,"722,036"
2013,North Dakota,Black/white,0.0171274,"722,036"
2013,North Dakota,Hispanic/white,0.0278907,"722,036"
2014,North Dakota,Labor Force Participation,72.6,"737,401"
2014,North Dakota,Unemployment rate,2.7,"737,401"
2014,North Dakota,Average household size,2.33,"737,401"
2014,North Dakota,Poverty rate,7.4,"737,401"
2014,North Dakota,"Number of corruption convictions per 1,000,000 people",0,"737,401"
2014,North Dakota,Gini coefficient,0.4664,"737,401"
2014,North Dakota,GDP,76140.83527,"737,401"
2014,North Dakota,Log(GDP),11.24034,"737,401"
2014,North Dakota,Age,35.1,"737,401"
2014,North Dakota,People with less than 9 years of education/people with college degree or above,0.1201529,"737,401"
2014,North Dakota,Black/white,0.023236,"737,401"
2014,North Dakota,Hispanic/white,0.0321314,"737,401"
2015,North Dakota,Labor Force Participation,71.4,"754,066"
2015,North Dakota,Unemployment rate,2.8,"754,066"
2015,North Dakota,Average household size,2.33,"754,066"
2015,North Dakota,Poverty rate,6.9,"754,066"
2015,North Dakota,"Number of corruption convictions per 1,000,000 people",1.32113,"754,066"
2015,North Dakota,Gini coefficient,0.4664,"754,066"
2015,North Dakota,GDP,72147.65053,"754,066"
2015,North Dakota,Log(GDP),11.18647,"754,066"
2015,North Dakota,Age,34.9,"754,066"
2015,North Dakota,People with less than 9 years of education/people with college degree or above,0.1265106,"754,066"
2015,North Dakota,Black/white,0.0241133,"754,066"
2015,North Dakota,Hispanic/white,0.040072,"754,066"
2005,Ohio,Labor Force Participation,66.8,"11,463,320"
2005,Ohio,Unemployment rate,5.9,"11,463,320"
2005,Ohio,Average household size,2.47,"11,463,320"
2005,Ohio,Poverty rate,9.9,"11,463,320"
2005,Ohio,"Number of corruption convictions per 1,000,000 people",4.27451,"11,463,320"
2005,Ohio,Gini coefficient,0.44999999,"11,463,320"
2005,Ohio,GDP,48741.68998,"11,463,320"
2005,Ohio,Log(GDP),10.79429,"11,463,320"
2005,Ohio,Age,37.6,"11,463,320"
2005,Ohio,People with less than 9 years of education/people with college degree or above,0.1459939,"11,463,320"
2005,Ohio,Black/white,0.1370731,"11,463,320"
2005,Ohio,Hispanic/white,0.0273453,"11,463,320"
2006,Ohio,Labor Force Participation,67.1,"11,481,213"
2006,Ohio,Unemployment rate,5.4,"11,481,213"
2006,Ohio,Average household size,2.48,"11,481,213"
2006,Ohio,Poverty rate,9.8,"11,481,213"
2006,Ohio,"Number of corruption convictions per 1,000,000 people",3.74525,"11,481,213"
2006,Ohio,Gini coefficient,0.449,"11,481,213"
2006,Ohio,GDP,47149.09058,"11,481,213"
2006,Ohio,Log(GDP),10.76107,"11,481,213"
2006,Ohio,Age,37.6,"11,481,213"
2006,Ohio,People with less than 9 years of education/people with college degree or above,0.1566409,"11,481,213"
2006,Ohio,Black/white,0.1418936,"11,481,213"
2006,Ohio,Hispanic/white,0.0279559,"11,481,213"
2007,Ohio,Labor Force Participation,67.3,"11,500,468"
2007,Ohio,Unemployment rate,5.6,"11,500,468"
2007,Ohio,Average household size,2.48,"11,500,468"
2007,Ohio,Poverty rate,9.7,"11,500,468"
2007,Ohio,"Number of corruption convictions per 1,000,000 people",4.26068,"11,500,468"
2007,Ohio,Gini coefficient,0.44800001,"11,500,468"
2007,Ohio,GDP,47215.14553,"11,500,468"
2007,Ohio,Log(GDP),10.76247,"11,500,468"
2007,Ohio,Age,37.8,"11,500,468"
2007,Ohio,People with less than 9 years of education/people with college degree or above,0.1432569,"11,500,468"
2007,Ohio,Black/white,0.140964,"11,500,468"
2007,Ohio,Hispanic/white,0.0297631,"11,500,468"
2008,Ohio,Labor Force Participation,66.8,"11,515,391"
2008,Ohio,Unemployment rate,6.4,"11,515,391"
2008,Ohio,Average household size,2.48,"11,515,391"
2008,Ohio,Poverty rate,9.8,"11,515,391"
2008,Ohio,"Number of corruption convictions per 1,000,000 people",3.22134,"11,515,391"
2008,Ohio,Gini coefficient,0.44999999,"11,515,391"
2008,Ohio,GDP,46770.12858,"11,515,391"
2008,Ohio,Log(GDP),10.753,"11,515,391"
2008,Ohio,Age,38.2,"11,515,391"
2008,Ohio,People with less than 9 years of education/people with college degree or above,0.1424799,"11,515,391"
2008,Ohio,Black/white,0.1422184,"11,515,391"
2008,Ohio,Hispanic/white,0.0316715,"11,515,391"
2009,Ohio,Labor Force Participation,66,"11,528,896"
2009,Ohio,Unemployment rate,10.3,"11,528,896"
2009,Ohio,Average household size,2.48,"11,528,896"
2009,Ohio,Poverty rate,11.1,"11,528,896"
2009,Ohio,"Number of corruption convictions per 1,000,000 people",4.85157,"11,528,896"
2009,Ohio,Gini coefficient,0.45300001,"11,528,896"
2009,Ohio,GDP,44116.09673,"11,528,896"
2009,Ohio,Log(GDP),10.69458,"11,528,896"
2009,Ohio,Age,38.5,"11,528,896"
2009,Ohio,People with less than 9 years of education/people with college degree or above,0.1438593,"11,528,896"
2009,Ohio,Black/white,0.1438782,"11,528,896"
2009,Ohio,Hispanic/white,0.0340817,"11,528,896"
2010,Ohio,Labor Force Participation,65.2,"11,539,336"
2010,Ohio,Unemployment rate,10.3,"11,539,336"
2010,Ohio,Average household size,2.48,"11,539,336"
2010,Ohio,Poverty rate,11.8,"11,539,336"
2010,Ohio,"Number of corruption convictions per 1,000,000 people",5.63445,"11,539,336"
2010,Ohio,Gini coefficient,0.45199999,"11,539,336"
2010,Ohio,GDP,45170.52268,"11,539,336"
2010,Ohio,Log(GDP),10.7182,"11,539,336"
2010,Ohio,Age,38.9,"11,539,336"
2010,Ohio,People with less than 9 years of education/people with college degree or above,0.1338985,"11,539,336"
2010,Ohio,Black/white,0.1510211,"11,539,336"
2010,Ohio,Hispanic/white,0.0379708,"11,539,336"
2011,Ohio,Labor Force Participation,64.2,"11,544,663"
2011,Ohio,Unemployment rate,8.8,"11,544,663"
2011,Ohio,Average household size,2.48,"11,544,663"
2011,Ohio,Poverty rate,12,"11,544,663"
2011,Ohio,"Number of corruption convictions per 1,000,000 people",2.68516,"11,544,663"
2011,Ohio,Gini coefficient,0.4594,"11,544,663"
2011,Ohio,GDP,46661.28104,"11,544,663"
2011,Ohio,Log(GDP),10.75067,"11,544,663"
2011,Ohio,Age,39.1,"11,544,663"
2011,Ohio,People with less than 9 years of education/people with college degree or above,0.1348024,"11,544,663"
2011,Ohio,Black/white,0.1494865,"11,544,663"
2011,Ohio,Hispanic/white,0.0389663,"11,544,663"
2012,Ohio,Labor Force Participation,63.2,"11,548,923"
2012,Ohio,Unemployment rate,7.4,"11,548,923"
2012,Ohio,Average household size,2.47,"11,548,923"
2012,Ohio,Poverty rate,12,"11,548,923"
2012,Ohio,"Number of corruption convictions per 1,000,000 people",2.16559,"11,548,923"
2012,Ohio,Gini coefficient,0.46149999,"11,548,923"
2012,Ohio,GDP,46847.363,"11,548,923"
2012,Ohio,Log(GDP),10.75465,"11,548,923"
2012,Ohio,Age,39.3,"11,548,923"
2012,Ohio,People with less than 9 years of education/people with college degree or above,0.1226434,"11,548,923"
2012,Ohio,Black/white,0.1517957,"11,548,923"
2012,Ohio,Hispanic/white,0.0402046,"11,548,923"
2013,Ohio,Labor Force Participation,63.1,"11,576,684"
2013,Ohio,Unemployment rate,7.5,"11,576,684"
2013,Ohio,Average household size,2.47,"11,576,684"
2013,Ohio,Poverty rate,11.6,"11,576,684"
2013,Ohio,"Number of corruption convictions per 1,000,000 people",1.64206,"11,576,684"
2013,Ohio,Gini coefficient,0.46520001,"11,576,684"
2013,Ohio,GDP,47602.47335,"11,576,684"
2013,Ohio,Log(GDP),10.77064,"11,576,684"
2013,Ohio,Age,39.3,"11,576,684"
2013,Ohio,People with less than 9 years of education/people with college degree or above,0.1215829,"11,576,684"
2013,Ohio,Black/white,0.1511598,"11,576,684"
2013,Ohio,Hispanic/white,0.0412137,"11,576,684"
2014,Ohio,Labor Force Participation,62.7,"11,602,700"
2014,Ohio,Unemployment rate,5.8,"11,602,700"
2014,Ohio,Average household size,2.46,"11,602,700"
2014,Ohio,Poverty rate,11.6,"11,602,700"
2014,Ohio,"Number of corruption convictions per 1,000,000 people",1.72501,"11,602,700"
2014,Ohio,Gini coefficient,0.4637,"11,602,700"
2014,Ohio,GDP,49193.65841,"11,602,700"
2014,Ohio,Log(GDP),10.80352,"11,602,700"
2014,Ohio,Age,39.4,"11,602,700"
2014,Ohio,People with less than 9 years of education/people with college degree or above,0.1113254,"11,602,700"
2014,Ohio,Black/white,0.152972,"11,602,700"
2014,Ohio,Hispanic/white,0.0429751,"11,602,700"
2015,Ohio,Labor Force Participation,62.4,"11,617,527"
2015,Ohio,Unemployment rate,4.9,"11,617,527"
2015,Ohio,Average household size,2.45,"11,617,527"
2015,Ohio,Poverty rate,10.7,"11,617,527"
2015,Ohio,"Number of corruption convictions per 1,000,000 people",2.58322,"11,617,527"
2015,Ohio,Gini coefficient,0.4637,"11,617,527"
2015,Ohio,GDP,49707.94209,"11,617,527"
2015,Ohio,Log(GDP),10.81392,"11,617,527"
2015,Ohio,Age,39.3,"11,617,527"
2015,Ohio,People with less than 9 years of education/people with college degree or above,0.1105216,"11,617,527"
2015,Ohio,Black/white,0.1540993,"11,617,527"
2015,Ohio,Hispanic/white,0.0444271,"11,617,527"
2005,Oklahoma,Labor Force Participation,64.1,"3,548,597"
2005,Oklahoma,Unemployment rate,4.5,"3,548,597"
2005,Oklahoma,Average household size,2.49,"3,548,597"
2005,Oklahoma,Poverty rate,13.1,"3,548,597"
2005,Oklahoma,"Number of corruption convictions per 1,000,000 people",5.91783,"3,548,597"
2005,Oklahoma,Gini coefficient,0.45700002,"3,548,597"
2005,Oklahoma,GDP,41669.71979,"3,548,597"
2005,Oklahoma,Log(GDP),10.63753,"3,548,597"
2005,Oklahoma,Age,36.5,"3,548,597"
2005,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2137728,"3,548,597"
2005,Oklahoma,Black/white,0.0962739,"3,548,597"
2005,Oklahoma,Hispanic/white,0.0914106,"3,548,597"
2006,Oklahoma,Labor Force Participation,63.8,"3,594,090"
2006,Oklahoma,Unemployment rate,4,"3,594,090"
2006,Oklahoma,Average household size,2.5,"3,594,090"
2006,Oklahoma,Poverty rate,12.8,"3,594,090"
2006,Oklahoma,"Number of corruption convictions per 1,000,000 people",3.61705,"3,594,090"
2006,Oklahoma,Gini coefficient,0.46000001,"3,594,090"
2006,Oklahoma,GDP,42651.59715,"3,594,090"
2006,Oklahoma,Log(GDP),10.66082,"3,594,090"
2006,Oklahoma,Age,36.2,"3,594,090"
2006,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2326991,"3,594,090"
2006,Oklahoma,Black/white,0.1012234,"3,594,090"
2006,Oklahoma,Hispanic/white,0.0949862,"3,594,090"
2007,Oklahoma,Labor Force Participation,63.5,"3,634,349"
2007,Oklahoma,Unemployment rate,4.1,"3,634,349"
2007,Oklahoma,Average household size,2.5,"3,634,349"
2007,Oklahoma,Poverty rate,11.9,"3,634,349"
2007,Oklahoma,"Number of corruption convictions per 1,000,000 people",2.47637,"3,634,349"
2007,Oklahoma,Gini coefficient,0.463,"3,634,349"
2007,Oklahoma,GDP,42977.84374,"3,634,349"
2007,Oklahoma,Log(GDP),10.66844,"3,634,349"
2007,Oklahoma,Age,36.1,"3,634,349"
2007,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2132731,"3,634,349"
2007,Oklahoma,Black/white,0.1028786,"3,634,349"
2007,Oklahoma,Hispanic/white,0.1002075,"3,634,349"
2008,Oklahoma,Labor Force Participation,63.7,"3,668,976"
2008,Oklahoma,Unemployment rate,3.7,"3,668,976"
2008,Oklahoma,Average household size,2.51,"3,668,976"
2008,Oklahoma,Poverty rate,11.8,"3,668,976"
2008,Oklahoma,"Number of corruption convictions per 1,000,000 people",6.04004,"3,668,976"
2008,Oklahoma,Gini coefficient,0.458,"3,668,976"
2008,Oklahoma,GDP,44301.33097,"3,668,976"
2008,Oklahoma,Log(GDP),10.69877,"3,668,976"
2008,Oklahoma,Age,36.3,"3,668,976"
2008,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2221441,"3,668,976"
2008,Oklahoma,Black/white,0.1005268,"3,668,976"
